"id","Name","Full Name","DOB","IPL Team","Country","isCapped","Role","Batting Style","Bowling Style","ImageUrl"
"348109","Paul van Meekeren","PA van Meekeren","1993-1-15","","Netherlands","true","bowler","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/381700/381737.3.png"
"355269","James Neesham","JDS Neesham","1990-9-17","","New Zealand","true","all-rounder","left-hand bat","right-arm medium-fast","/db/PICTURES/CMS/383100/383171.1.png"
"360911","Varun Aaron","VR Aaron","1989-10-29","","India","true","bowler","right-hand bat","right-arm fast","/db/PICTURES/CMS/322600/322609.1.png"
"379145","Tabraiz Shamsi","T Shamsi","1990-2-18","","South Africa","true","bowler","right-hand bat","left-arm wrist-spin","/db/PICTURES/CMS/322000/322068.1.png"
"379887","Lizaad Williams","LB Williams","1993-10-1","","South Africa","true","bowler","left-hand bat","right-arm medium-fast","/db/PICTURES/CMS/329700/329749.1.png"
"390547","Rahul Shukla","R Shukla","1990-8-28","","India","false","bowler","right-hand bat","right-arm medium",""
"390724","Sumeet Verma","Sumeet Verma","1990-11-18","","India","false","batsman","right-hand bat","right-arm offbreak",""
"390730","Manisankar Murasingh","MB Murasingh","1993-1-1","","India","false","all-rounder","left-hand bat","right-arm medium",""
"391485","Jason Holder","JO Holder","1991-11-5","","West Indies","true","all-rounder","right-hand bat","right-arm medium-fast","/db/PICTURES/CMS/316600/316673.1.png"
"398439","Karun Nair","KK Nair","1991-12-6","","India","true","batsman","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/322200/322267.1.png"
"398666","Sean Abbott","SA Abbott","1992-2-29","","Australia","true","all-rounder","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/321600/321601.2.png"
"437316","Dasun Shanaka","MD Shanaka","1991-9-9","","Sri Lanka","true","all-rounder","right-hand bat","right-arm medium","/db/PICTURES/CMS/328000/328058.2.png"
"437438","Prenelan Subrayen","P Subrayen","1993-9-23","","South Africa","false","all-rounder","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/148400/148444.jpg"
"438563","Mark Chapman","MS Chapman","1994-6-27","","New Zealand","true","batsman","left-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/383100/383176.1.png"
"450860","Adam Milne","AF Milne","1992-4-13","","New Zealand","true","bowler","right-hand bat","right-arm fast","/db/PICTURES/CMS/316600/316689.1.png"
"452044","Hanuma Vihari","GH Vihari","1993-10-13","","India","true","all-rounder","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/322600/322624.1.png"
"457279","Olly Stone","OP Stone","1993-10-9","","England","true","bowler","right-hand bat","right-arm fast","/db/PICTURES/CMS/349500/349594.6.png"
"459257","Tymal Mills","TS Mills","1992-8-12","","England","true","bowler","right-hand bat","left-arm fast","/db/PICTURES/CMS/323100/323104.1.png"
"473191","Richard Gleeson","RJ Gleeson","1987-12-2","","England","true","bowler","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/324200/324238.1.png"
"477069","Baba Indrajith","B Indrajith","1994-7-8","","India","false","wk/batsman","right-hand bat","legbreak googly","/db/PICTURES/CMS/362300/362370.6.png"
"477071","Baba Aparajith","B Aparajith","1994-7-8","","India","false","all-rounder","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/362300/362323.9.png"
"481875","George Linde","GF Linde","1991-12-4","","South Africa","true","all-rounder","left-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/322100/322109.1.png"
"496219","Chirag Gandhi","CJ Gandhi","1990-6-18","","India","false","batsman","right-hand bat","right-arm offbreak",""
"501345","Darshan Misal","DW Misal","1992-9-11","","India","false","wk/batsman","left-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/272400/272423.1.jpg"
"505120","Ashton Agar","AC Agar","1993-10-14","","Australia","true","all-rounder","left-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/321500/321559.1.png"
"506612","Matt Henry","MJ Henry","1991-12-14","","New Zealand","true","bowler","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/383100/383178.1.png"
"510530","Jamie Overton","J Overton","1994-4-10","","England","true","all-rounder","right-hand bat","right-arm fast","/db/PICTURES/CMS/324200/324243.1.png"
"521637","Ben Duckett","BM Duckett","1994-10-17","","England","true","wk/batsman","left-hand bat","right-arm offbreak","/db/PICTURES/CMS/383100/383154.1.png"
"524049","Najibullah Zadran","Najibullah Zadran","1993-2-18","","Afghanistan","true","batsman","left-hand bat","right-arm offbreak","/db/PICTURES/CMS/381900/381935.2.png"
"527663","Jagadeesha Suchith","J Suchith","1994-1-16","","India","false","bowler","left-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/309100/309109.png"
"527776","Ollie Robinson","OE Robinson","1993-12-1","","England","true","bowler","right-hand bat","right-arm medium-fast","/db/PICTURES/CMS/324200/324244.1.png"
"528067","Murugan Ashwin","M Ashwin","1990-9-8","","India","false","bowler","right-hand bat","legbreak googly","/db/PICTURES/CMS/377500/377589.6.png"
"528332","Nikhil Gangta","N Gangta","1992-9-1","","India","false","batsman","right-hand bat","right-arm medium",""
"530812","Akeal Hosein","AJ Hosein","1993-4-25","","West Indies","true","bowler","left-hand bat","slow left-arm orthodox","/db/PICTURES/CMS/321900/321939.1.png"
"532856","Manan Vohra","M Vohra","1993-7-18","","India","false","batsman","right-hand bat","right-arm medium","/db/PICTURES/CMS/356700/356788.1.png"
"533042","Billy Stanlake","B Stanlake","1994-11-4","","Australia","true","bowler","left-hand bat","right-arm fast","/db/PICTURES/CMS/321500/321564.1.png"
"535353","Ottneil Baartman","OEG Baartman","1993-3-18","","South Africa","true","bowler","right-hand bat","right-arm medium-fast","/db/PICTURES/CMS/381700/381731.5.png"
"537126","Barinder Sran","BB Sran","1992-12-10","","India","true","bowler","left-hand bat","left-arm medium","/db/PICTURES/CMS/231200/231251.5.jpg"
"538506","Taskin Ahmed","Taskin Ahmed","1995-4-3","","Bangladesh","true","bowler","left-hand bat","right-arm fast","/db/PICTURES/CMS/316700/316703.1.png"
"552152","Dushmantha Chameera","PVD Chameera","1992-1-11","","Sri Lanka","true","bowler","right-hand bat","right-arm fast","/db/PICTURES/CMS/319800/319862.2.png"
"554700","Nikhil Naik","NS Naik","1994-11-9","","India","false","wk/batsman","right-hand bat","","/db/PICTURES/CMS/204000/204075.jpg"
"555850","Sam Hain","SR Hain","1995-7-16","","England","true","batsman","right-hand bat","right-arm offbreak","/db/PICTURES/CMS/324200/324239.3.png"
"559066","Ish Sodhi","IS Sodhi","1992-10-31","","New Zealand","true","bowler","right-hand bat","legbreak","/db/PICTURES/CMS/383100/383170.1.png"
"568136","Fareed Ahmad","Fareed Ahmad","1994-8-10","","Afghanistan","true","bowler","left-hand bat","left-arm fast-medium","/db/PICTURES/CMS/381900/381923.2.png"
"573170","Luke Wood","L Wood","1995-8-2","","England","true","bowler","left-hand bat","left-arm fast-medium","/db/PICTURES/CMS/324300/324367.1.png"
"573887","Nihal Ullal","NU Ullal","1993-1-19","","India","false","wk/batsman","right-hand bat","",""
"573930","Lukman Meriwala","LI Meriwala","1991-12-11","","India","false","bowler","left-hand bat","left-arm fast-medium",""
"587486","Gaurav Yadav","Gaurav Yadav","1991-10-31","","India","false","bowler","right-hand bat","right-arm medium","/db/PICTURES/CMS/151100/151105.jpg"
"590327","Dhruv Shorey","DR Shorey","1992-6-5","","India","false","batsman","right-hand bat","right-arm offbreak",""
"592735","Sandeep Warrier","S Sandeep Warrier","1991-4-4","","India","true","bowler","right-hand bat","right-arm medium","/db/PICTURES/CMS/359700/359763.1.png"
"594322","Corbin Bosch","C Bosch","1994-9-10","","South Africa","false","all-rounder","right-hand bat","right-arm fast-medium","/db/PICTURES/CMS/224500/224563.1.jpg"
